word,part_of_speech,definition
-sili’man,Noun,"tukupan-siliman ‘a children’s game, like blindman’s bluff’."
si’lip,Verb,peep. manyilip.
si’lip,Noun,panyilip ‘binoculars’; ma:nyilip ‘peeping-tom’.
silo’,Verb,"check a trap (for animals, fish). isilo, sisilo, sinilo, mesilo."
sim,Noun,corrugated iron sheet (GI sheet).
si’mpatca’q,Verb,"magsimpatcaq ‘express oneself, capture an"
simpli’,Noun,"the top part of a rice stalk, the part each grain is attached to."
sina’bud,Noun,rice see dling.
-sina’da,Noun,agwa-sinada ‘a medication for small cuts’.
siname’,Noun,"lace, heavily embroidered cloth."
sindak,Adjective/Adverb,"frightened, shocked, remorseful. masindak, masisindak, mesindak."
sindala’n,Noun,name of a barrio between San Ferdo and Angeles; there is a funny story connected with the origin of the name.
sindi,Verb,"light a candle, burn a torch, light a cigarette, turn on an electric light. sisindiq ‘smoke cigarettes’; masindi; sindyan ‘light something’."
sine’las,Noun,"rubber slippers (shower shoes)–zoris,"
sinipit,Noun,a place name (‘pinched’).
sinsi’l,Noun,"a broad heavy chisel used for cutting metal, stone, cement. si(n)si’lyu"
sinsi’l,Noun,"loose change, coins."
sinta,Noun,romantic love.
sinta,Verb,palsinta ‘be in love’.
sinti’du,Noun,temple (of head).
sinti’du,Adjective/Adverb,masintidu ‘be hit in temple’.
sinu’lid,Noun,thread.
si’nup,Verb,"keep. misinup, misisinup, a:sinup."
singal,Verb,"sigh, take deep breath."
singa’p,Verb,sigh in self-pity.
singgagatu’,Noun,a kind of spider.
singil,Verb,"charge, collect, collect debts, send bill. maningil, a:singil."
si’ngit,Verb,"slip into a narrow crack. isingit, sisingit, siningit, manyingit, pa:singit, a:singit. [also used with a sexual meaning–to enjoy another’s wife while he is away]."
single,Noun,fried rice. sisingle’ ‘a children’s game: leapfrog’.
singo’,Verb,"evaporate, steam, ooze. sisingo, siningo, si:ngo."
singsi’ng,Noun,ring. palsingsingan ‘ring finger’.
si’pa,Verb,"kick. si:pa, sinipa, sisipan, panyipa."
si’pag,Noun,industriousness. kasipagan.
si’pag,Adjective/Adverb,"masipag ‘industrious, hardworking’."
si’pag,Verb,"sisipag, sinipag, sumipag, sipagan."
siper,Noun,zipper.
sipi’lyu,Noun,toothbrush.
sipi’lyu,Verb,manyipilyu ‘brush teeth’.
si’ping,Adjective/Adverb/Stative,"near, close. sipingsiping."
si’ping,Noun,siping-bale ‘neighbor’. kasiping ‘one next to you’.
si’ping,Verb,"akasiping, misiping, misisiping."
si’pit,Noun,"clamp, pincers. sipit malan ‘clothespins’; sipit-buak ‘hairclip’; sipit-kalang ‘cooking tongs’."
si’pit,Adjective/Adverb,"masipit, mesipit."
sipsip,Verb,"sipsipan ‘suck, draw on a pipe/straw’."
siqpun,Noun,"(head)cold, nasal mucus."
siqpun,Adjective/Adverb,masipqun.
siqpun,Verb,sisipun. sira’(q)
siqpun,Adjective/Adverb,"ruined, destroyed, broken. masiraq, mesiraq, masira:a-lub ‘discouraged’; masira:siraq ‘crazy, off your rocker’."
siqpun,Verb,sisiran ‘destroy something’.
si’rup,Noun,syrup.
si’si,Verb,"regret, repent. sisisi, sumisi, sinisi, sisisian ‘regret something’, sinisyan, a:sisyan."
si’si,Noun,pa:manisi.
si’siq,Noun,"chick, duckling."
si’sili’m,V./Noun,twilight.
sisingle’,Noun,leap-frog (a children’s game). -sita’(q)
sisingle’,Adjective/Adverb,masita ‘eloquent’.
sitingpriti,Adjective/Adverb,makasitingpriti ‘sitting pretty’.
sitsit,Verb,"buzz, whisper. sisitsit, sinitsit."
si’tuq,Noun,"a male nickname, Chito."
siyensi,Noun,the Little Dipper.
so’bra,Qualifier/Noun/Adjective/Adverb,"excess; see labis. mipasopra, sosobra, sinobra, pa:sobra ‘exaggerate’."
so’bra,Noun,kasobran.
sobri,Noun,envelope.
soga/sugay,Verb,tie a grazing animal using a long rope so the animal can walk around and eat.
so’ning,Noun/Verb,"have epilepsy (men, dogs, chickens). sosoning, sinoning."
so’nggo,Noun,monkey; see matsing.
sopan,,See saupan.
so’pas,Noun,"broth, soup."
so’raq,Adjective/Adverb,"makasoraq ‘irritated, annoyed’."
so’raq,Verb,"masusoraq, a:soraq, a:pasoraq."
sorbe’ti,Noun,ice cream.
so’so,Verb,"dip; see tiltil. sososo, isoso, sinoso, misososo, magpakasoso ‘indulge in’."
soso’q,Noun,snail.
spuq,Exclamation,an abbreviated form of diyos puq–which in turn has been abbreviated from some wish that God be with you or the like; used as a greeting and to announce one’s presence at another’s
sube’rbyu,Adjective/Adverb,stubborn.
subiq,Adjective/Adverb,masubiq ‘serious’.
subiq,Verb,susubiq.
subli’q,Verb,"return. isubliq ‘return something’; pakisubliq, makapanubliq, pa:subliq, panyubliq, a:subliq, mi:subliq."
subli’q,Noun,pa:manyubliq.
subli’q,Adjective/Adverb,"masubliq, mesubliq, makasubliq."
su’buq,Verb,put in the mouth. susubuq.
su’buq,Noun,mouthful.
su’buk,Verb,"try, attempt. subuk, susubuk, si:bukan ‘experience something’; susubukan, sibukan."
su’buk,Noun,"pagsubuk, ‘experiment’."
su’kaq,Verb,"vomit. susukaq, manyukaq."
su’kaq,Noun,panyukaq ‘thing vomited’.
sukab,Noun/Verb,traitor. sukaban; kasukaban ‘treachery’.
su’kad,Noun/Verb,"measure, measurement. sukad, susukad, sinukad, pa:sukad."
su’kal,Noun,"trash, rubbish, undergrowth. kasukalan ‘undergrowth’."
su’kal,Verb,sukalan.
su’kiq,Noun,partner in a credit-regular purchase relationship.
su’kiq,Verb,makisukiq.
su’kle,Noun,comb; see aswe. telasukle ‘mons veneris’.
su’kle,Verb,"suklen, siklen, manyukle."
sukliq,Noun,"change, the money returned in a transaction."
sukliq,Verb,"suklyan, susuklyan, sinuklyan, pa:sukliq,"
suklub,Noun,cover (for pots).
suksuk,Noun,"thorns, spines."
su’kul,Verb,"isukul ‘imprison someone’. sinukul, a:sukul, pa:sukul."
su’kul,Adjective/Adverb,"masukul, mesukul, masusukul, makasukul."
su’kul,Noun,sukulan ‘jail’; pangasukul ‘captivity’.
sudsu’d,Noun,an iron bar used for digging in very hard soil; see sur-gamat.
sudsu’d,Verb/Stative,pisudsudsudsud ‘be mocked’.
su’gal,Noun,gambling. sugaru’l ‘gambler’.
su’gal,Verb,"susugal, makisugal, sinugal."
su’gat,Noun,"wound, break in the skin."
su’gat,Verb,"susugat, sumugat, susugatan."
su’gat,Adjective/Adverb,"masugat, mesugat."
suglung,Verb,join two pieces of rope.
su’guq,Verb,"joint labor, helping someone as a group. makisuguq, siguan, misuguq, misusuguq, pisuguan."
su’guq,Noun,suguan ‘the activity wherein a group helps
suhul,Verb,"bribe. suhulan, susuhulan, sinuhulan, masusuhul."
sula’po,Verb,"fly. susulapo, sinulapu, manyulapo, pa:sulapo, a:pasulapo, makasulapo."
su’lat,Verb,"write. susulat, sinulat, sumulat, sulatan, silatan, isulat."
su’lat,Noun,"sulat ‘letter, thing written’; pisusulatan ‘desk’."
sulba’to,Noun,"whistle (factory, policeman’s)."
suldung,Verb,"suldungan ‘shoot (a target, through a ring or hoop, cork bottles)!."
suldut,Noun,bedbug (s).
suldut,Adjective/Adverb,"masuldut, kasuldut."
su’lip,Noun,earth; area below a house.
su’lit,Verb,"1. sulitan ‘examine something’. susulitan, sinulit."
su’lit,Noun,pamagsulit ‘examination’.
su’lit,Verb,"2. retain capital, return initial investment. isulit, mipasulit."
sulput,Verb,"appear, show oneself. sulput, susulput, sinulput."
sulput,Noun,a kind of grass whose see ds stick to one’s
sultado’r,Noun,"a carpenter’s tool, has a wooden handle, an iron shaft about 8 inches long and a small iron blade like a tiny hatchet."
sulu’q,Noun,"torch, light. sulung koryenti ‘electric light’; panyuluq ‘lighted area’."
sulu’q,Verb,"susuluq ‘do something with light’; susulung asan ‘go torch-fishing’; suluan, siluan, sinuluq, isuluq, sulu:q, manyuluq ‘light a candle, join a procession’; misuluq."
su’luk,Noun,corner.
su’luk,Adjective/Adverb,"suluksuluk ‘complicated’. makisuluk, mekisuluk."
su’lud,Verb,"wear (clothes); go under something. susulud, sumulud, sinulud, misulud, misusulud, mipasulud, isulud."
sulung,Verb,"develope, move forward. susulung, pa:sulungan."
sulung,Adjective/Adverb,"masulung ‘forward, leaning; forward (banca, words)’."
sulut,Verb,sulutan ‘poke a small hole in something; ram out something blocking a hole’.
sulut,Adjective/Adverb,putu sulut ‘a kind of rice-cake steamed in a hole’.
sulut,Noun,doorkey.
sulyap,Verb,"glance at. susulyapan, a:sulyapan."
su’ma,Noun/Verb,"sum, calculate, add up."
su’man,Noun,"a delicacy made of rice, cylindrical in shape and served wrapped in some kind of leaf (varies with type). suman bulung, suman banus, suman bulagtaq (sexual usage too), suman kapit, suman tamalis."
su’man,Verb,manyuman ‘make suman’.
suma’ngid,Noun/Adjective/Adverb,"across, opposite, next one over, next one parallel; see kanatba. ke-sumangid, sumangid dalan, misisu-mangid."
sumbat,Noun,"crisis, moral cause."
sumbat,Verb,susumbat.
su’mbuq,Noun,light.
sumbung,Verb,"accuse, denounce, tattle on. isumbung, susumbung, simbung."
sumpa’q,Noun,"curse, [a very serious form of parental punishment]."
sumpa’q,Verb,"susumpaq, sinumpaq, isumpaq, simpaq,"
sumpa/sampa,Verb,climb a low incline.
sumpa’l,Verb,"sumpalan ‘block up a hole; gag someone, fill (cavity)’. simpalan, makasumpal, pa:sumpal, a:sumpalan."
sumpung,Verb,"bump into something, be brought to an abrupt halt. sumpungan, simpungan, sinumpung, susumpung."
sunda’lus,Noun,"soldiers; children, offspring; see sandataq, sibilyans."
sundu(q),Verb,"continue. isundu, pikasundu ‘agree’; mikasundu, mikakasundu, mipagkasundu."
sundu(q),Noun,"kasundu ‘partner to an agreement’; pamikasundu ‘agreement, treaty’; pamakipagkasundu, kasunduwan."
sundul,Verb,sundulan ‘poke down (fruits) with a pole’.
sunlag,Verb,"shining, sunshine."
sunu’q,Verb,"tease. susunuq, manyunuq, a:sunuq, pisunu-sunuq."
su’ngkit,Noun,"a long pole with a slit or hook at the end, used to get fruits from trees; see sundul-."
su’ngkit,Verb,"to get fruits with a sungkit. susungkit, a:susungkit, manyungkit, panyungkit, sungkitan, susungkitan, pa:sungkit, pakisungkit."
su’ngit/su’nggit,Adjective/Adverb,"masungit ‘delicate, easily harmed, easily offended, susceptible to disease’."
sungsung,Adjective/Adverb,"a trade item. tapayan sungsung ‘a large clay jar, sometimes glazed–said to be Chinese’. pusung sungsung (pusung sagin sungsung)."
sungsung,Verb,"isungsung ‘barter, trade’. susungsungan ‘do something inspite of the heat (of the sun)’. -s(u)pa’k"
sungsung,Adjective/Adverb,misupak ‘cracked’; see aspak.
supa’piq,Noun,collaborator.
supa’piq,Verb,magsupapiq.
supli’ng,Noun,"bud; offshoot; sons, graduate, young citizens."
supli’ng,Verb,manyupling ‘germinate’.
su’put,Noun,paper bag.
sure’ras,Noun,beams which support flooring.
sur-gamat,Noun,hoe; see sudsud.
suri,Verb,"surian ‘check, investigate something’. susurian, sinuri."
suri,Noun,"surian ‘committee, study group’."
su’siq,Noun,key.
su’siq,Verb,"lock. susyan, sinusi, manyusi."
susi’ng,Noun,nickname for Jesus.
su’su,Noun,female breast; baby bottle.
Susung-Dalaga,,(name of a mountain) .
Susung-Dalaga,Verb,"sususu ‘nurse, suckle’."
susu’q,Noun,snail; edible shellfish; see susung apun ‘Japanese snail’.
-su’yaq,Adjective/Adverb,makasuyaq ‘fed up (with something); see -soraq.
swa’q/sua’q,Noun,pomelo.
swala/suala,Noun,voice. kasualaq ‘one who has a voice just like another’.
swam,Noun,swam mais ‘mixed vegetable dish with corn’.
swe’kus,Noun,"wooden clogs, slippers."
-swelas,Adjective/Adverb,maswelas ‘resoled’.
swe’ldu,Noun,salary.
swe’ldu,Verb,susweldu ‘pay a salary’; suswel-dwan ‘receive a salary’.
swiq,Adjective/Adverb,forcibly.
swiq,Noun,a person who was born feet-first–believed to have special power to remove bones or fish-spines when stuck in a person’s throat.
sya,Excl.,pleasing.
syam,Numbers,nine.
sya’no,Noun,"male name, Ciano; from Feliciano."
sya’piq,Noun,the base or table part of a potter’s wheel.
-syas,Adjective/Adverb,"masyas ‘tough, hard, crisp’. masyas a amanu ‘tough speech (tensed vowels; crude words)’; masyas a pesus ‘crisp peso bill’; masyas a dutung ‘strong, hard wood’."
-syas,Verb,"pa:syas ‘make strong, hard’."
syete-plores,Noun,‘Seven Flowers’ a small bird (hummingbird?).
syok,Noun,loud noise; see pasyuk.
syo’ki,Noun,"male homosexual, effeminate male; see ekus."
syokto’ng,Noun,a rice wine.
syo’paw,Noun,a hamburger-like food. T ta-[occurs in a few limited expressions]. ta-balu ‘don’t know’; balu ‘know’. ta-ot ‘because’; ot ‘why?’.
taq,Adjunct,"perhaps, think so; ataq."
taba’q,Noun,"fat, lard, grease, butter. pakatabaq ‘fertilizer’."
taba’q,Adjective/Adverb,"matabaq ‘fat’. katabaq, kasingtabaq, pekamatabaq."
taba’q,Verb,"magpakatabaq, pa:tabaq, pa:taban, ke:tabaq, mipatabaq."
taba’kuq,Noun,cigar; tobacco. pulbus-tabaku ‘pipe tobacco’.
taba’l,Verb,tabalan ‘cut’. tatabalan.
taba’l,Adjective/Adverb,matabal.
-ta’bang,Adjective/Adverb,matabang ‘tasteless’.
tabi’ng,Noun,curtain.
tabi’ng,Verb,tabingan ‘put up a cloth divider’.
tabla,Noun,"lumber, planed boards."
tabtab,Noun,cutting (sugar-cane).
tabtab,Verb,tabtaban ‘chop off’.
ta’bun,Noun,dam.
ta’bun,Verb,"tabu ‘dam up, stop up, barricade’."
tabure’te,Noun,chair; see lukluk.
tabu’g,Verb,tease so that one refuses what he really
takal,Noun,measure.
takal,Verb,takalan ‘measure something’.
takal,Adjective/Adverb,misangtakal ‘equal in measure’.
taka’p,Noun,cover; mask.
taka’p,Verb,"takpan ‘cover something’. tatakpan, tikpan."
takas,Verb,"flee, escape; elope. tatakas, tinakas, tumakas."
takda’q,Noun/Adjective/Adverb,a determined date.
takde’,Noun,"shoulder, upper arm; see pago’."
taki’lya,Noun,ticket-booth.
takid,Verb,takiran ‘pull along’.
takla’q,Noun,human feces. pitaklan ‘anus.
takla’q,Verb,"ma:naklaq, pa:taklaq."
takman,Verb,"taste something. tikman, tinakman, pa:takman, a:takman, tatakman, makatakman, pa:takma."
taknedamu,,[a strong curse]; see antak.
ta’ko/takaw,Adjective/Adverb,matako ‘greedy’. katako.
ta’ko/takaw,Noun,katakawan ‘greed’.
ta’kut,Noun/Verb/Adjective/Adverb,"fear. katakutan ‘fear’; matakut ‘afraid’; mitakutan ‘frightened’; makatakut ‘frightening’; tatakut, apamatakut, pikakatakutan."
tadtad,Verb,tatadtad ‘chop up’; see tabtab.
tadtad,Noun,tidtad ‘a delicacy made of chopped pig intestines’.
tadtad,,"taga-[combined with the locative deictics or place names to mean comes from, originates in such-and-such a place]; see tau."
tagabu’lag,Noun,talisman.
taga’k,Noun,"large white heron, see n in December near Sexmoan, said to migrate annually from China."
taga’l,Verb,"chase, run after. tagalan, tinagal, mitagal, mitatagalan, te:gal, pa:tagal, a:tagal."
tagan,Verb/Adjective/Adverb/Stative,"left-over. mitagan, itagan."
tagdi’q,Noun,forearm; see takde.
tagi’lid,Adjective/Adverb,at the edge; in danger; see gilid. makatagilid ‘back half-turned’.
tagi’lid,Verb,tagilid ‘face sideways’. tatagilid.
tagi’lid,Noun,"tagiliran ‘side, edge’."
tagilu’,Noun,"a food dish, made of gouramy."
taglu’s,Verb,"go home, be at home."
taglu’s,Numbers,ka taglus? ‘Where is your home?’.
tagna’n,Noun,chopping block.
tagu’,Noun,strainer; see salak.
tagumpe’,Noun,success.
tagumpe’,Verb,magtagumpe ‘succeed’.
tagun,Verb,"attend. tatagun, tagu, tegu, tinagun."
tagya’ng,Noun,rib.
tahadaq,Noun,a kind of candy.
tahi’q/tai’q/tayi’q,Verb,"sew. manahiq, ma:nahiq, menahiq."
tahi’q/tai’q/tayi’q,Noun,manahiq ‘dressmaker’.
tahu’,,See tau’.
tai’d/tayid,Verb/Adjective/Adverb/Stative,"connect(ed), hold hands. tataid, tinaid, tumaid, tairan ‘bridle (an animal)’, makataid, taidtaid."
tai’d/tayid,Noun,taid manuk ‘spur on a cock’.
tai’mik/tahi’mik,Adjective/Adverb,"silent, quiet."
tai’mik/tahi’mik,Noun,kataimikan ‘silence’.
taimtim,D./Verb,"earnest, deeply. tataimtim, teimtim."
tai’s/tayi’s,Verb,"sharpen. tatais, manais, a:tais, pa:tais, pakipatais, mitais, mitatais, itais."
tai’s/tayi’s,Noun,"taisan ‘whetstone’. tala-[affix with nouns, member of a list, rank, profession; affix with descriptives, easily…]."
ta’laq,Noun,planet (a bright star). Christmas tree lights.
talaba’/talba’,Noun,"clam, oyster; name of a barrio of Bacolor."
talaka’d,Verb,"erect, build; stand up. tatalakad, te:lakad, ma:nalakad, mitalakad,"
talaksa’n,Noun,pile of firewood (neatly stacked).
talaksa’n,Verb,"talaksan, te:laksan."
talaksa’n,Adjective/Adverb,makatalaksan.
talaga’,Qualifier/Adjective/Adverb,"real, really, true, in truth."
talaga’,Verb,italaga ‘devote oneself’.
tala’gaq,Noun,well.
talagube,Noun,"welt(s), bump(s)–from bites of niknik, from"
talampa’kan,Noun,sole of foot; see tapak.
talan,Verb,"seize, grasp, hold on to. tatalan, mipatalan, pakitalan, tal, tatal, magpatalan."
talan,Noun,tala ‘handle’.
tala’ran,Noun,cork (tree).
talastas,Adjective/Adverb,"matalastas ‘excellent, expert’."
talahi’b,Noun,cogon grass (used some places for roofing).
talangkaq,Noun,small crabs.
talba’,,"See talaba, Talba, a barrio of Bacolor."
talda’waq,Noun,farm.
tali’q,Verb,"tie, bind. tataliq, tinaliq, italiq, talyan, pa:taliq, makataliq, panaliq."
tali’q,Noun,"pamitaliq, panaliq."
talibatab,Noun,a small bat.
ta’lik,Adjective/Adverb,matali ‘right; eagerly’.
ta’lik,Verb,talikan ‘tighten something’.
talindiking,Noun,"side; see gilid, lele, sumangid."
talindiking,Adjective/Adverb,makatalindiking ‘standing sideways’.
tali’p,Verb,"peel, pare off (skin). tatalip’, talipan."
tali’riq,Noun,"finger, toe; claw."
tal,,See talan.
talo’ti,Adjective/Adverb,mataloti ‘coward’.
talpa’kan,Noun,base of a pump/faucet.
talta’l,Verb,taltal ‘talk back and forth in anger’.
taluka’b,Noun,crab shell. talukab-mata’ ‘eye-lid’.
talu’ng,Noun,a kind of vegetable or melon. [metaphor] ‘penis’.
talungku’q,Verb/Stative,"sitting or squatting on the floor with hands holding knees. makatalungkuq, mipagtalungkuq."
talu’sad,Verb,"slip, slide. mitalusad."
talu’sad,Adjective/Adverb,matalusad ‘slippery’.
tama’lis,Noun,"a variety of suman, specialty of Bo."
tama’tis,Noun,tomato.
tama’d,Adjective/Adverb,matamad ‘lazy’.
tama’d,Verb,"tatamad, tinamad."
tama’d,Noun,katamaran.
tamas,Verb,"tamasan ‘enjoy something’. tatamasan, temasan."
tamba’yuk,Verb/Noun,balance two things from a stick and carry on one’s shoulder; the stick for such carrying.
tambila’laq,Noun,"overexposure, a sickness caused by overheating–pale face and lips."
tambulu’ng,Noun,laurel.
tampaling,Verb,"ta:mpaling ‘slap face’. timpaling, tampalingan."
tampus,Adjective/Adverb,metampus ‘burned to the ground’.
ta’mu,Pronoun,we; see itamu.
